시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
강서구,11500000598,노란풍선어린이집,민간,폐지,07646,서울특별시 강서구 공항대로38길 57 1층,02-6013-5056,02-6013-5086,키즈노트,4,95,0,4,0,21,0,37.557316580361544,126.84068149922464,미운영,2013-06-07,,,2019-06-17,2022-10-26,일반,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000600,은빛어린이집,국공립,정상,07592,서울특별시 강서구 방화대로44길 49,02-2662-6601,02-2662-6609,,4,176,1,8,9,66,45,37.57119184794047,126.818447116204,미운영,2013-05-31,,,,2022-10-26,야간연장,0,2,2,0,0,0,0,2,0,6,0,10,14,0,0,0,0,21,0,45,86,0,0,14,0,1,7,0,0,0,0,0,1,0,9,2022-10-26 22:04:07.0
강서구,11500000599,애솔 어린이집,국공립,정상,07730,서울특별시 강서구 초록마을로 162-30,02-2602-0091,02-2602-0096,,3,109,0,8,7,35,13,37.53682869695891,126.84655469814456,미운영,2013-05-29,,,,2022-10-26,야간연장,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,0,4,4,0,13,100,0,0,0,0,1,5,0,0,0,0,0,1,0,7,2022-10-26 22:04:07.0
강서구,11500000597,하나로어린이집,가정,폐지,07542,서울특별시 강서구 양천로73길 5 101동 105호 (염창동, 삼성하나로),02-2652-5946,02-2652-5946,http://cafe.naver.com/hanarohouse,4,84,0,4,0,19,0,37.55189455567235,126.87151530740286,미운영,2013-05-07,,,2018-02-28,2022-10-26,일반,3,3,1,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000596,동글동글어린이집,가정,정상,07531,서울특별시 강서구 허준로 175 가양6단지아파트 603동 101호,02-3663-6031,02-3663-6031,cafe.naver.com/36636031,3,37,0,3,6,12,11,37.56375910408413,126.85928883167912,미운영,2013-04-16,,,,2022-10-26,일반,0,1,0,0,0,0,5,0,0,6,0,0,0,0,0,0,11,0,0,11,80,0,20,0,0,1,4,0,0,0,0,0,0,0,6,2022-10-26 22:04:06.0
강서구,11500000595,키즈파랑새어린이집,가정,정상,07665,서울특별시 강서구 공항대로58길 46 등촌동 532-7,02-2644-9232,02-2644-9232,,4,61,0,5,3,19,8,37.54977920180827,126.86218523198092,미운영,2013-03-27,,,,2022-10-26,일반,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,8,0,0,8,50,0,50,0,0,1,1,0,0,0,0,0,0,0,3,2022-10-26 22:04:07.0
강서구,11500000593,꼬모어린이집,가정,정상,07539,서울특별시 강서구 양천로 731 동아3차 305-103,070-4791-3727,,,4,109,1,4,8,20,20,37.550253875298466,126.87739818512105,미운영,2013-03-19,,,,2022-10-26,일반,3,2,0,0,0,0,2,0,0,7,9,8,0,0,0,0,3,0,0,20,57,29,0,0,14,1,6,0,0,0,0,0,0,0,8,2022-10-26 22:04:06.0
강서구,11500000594,하하호호어린이집,가정,정상,07558,서울특별시 강서구 공항대로75길 30 삼정그린코아 102-106,070-8815-9885,,,3,84,1,4,7,19,19,37.547857748231536,126.87448713338357,미운영,2013-03-19,,,,2022-10-26,일반,3,1,2,0,0,0,4,0,0,10,6,0,7,0,0,0,6,0,0,19,50,0,0,17,33,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:07.0
강서구,11500000592,하늘누리어린이집,가정,정상,07641,서울특별시 강서구 남부순환로17길 58 1층,02-6401-8018,,,4,90,0,4,3,20,5,37.54743635632036,126.82433523756802,미운영,2013-02-27,,,,2022-10-26,일반,2,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,0,5,50,0,0,0,50,1,1,0,0,0,0,0,0,0,3,2022-10-26 22:04:07.0
강서구,11500000591,해달별어린이집,가정,폐지,07645,서울특별시 강서구 방화대로6가길 6,02-6052-0233,,,3,53,0,5,0,20,0,37.55471568808319,126.81684418065001,미운영,2013-02-12,,,2021-07-31,2022-10-26,일반,1,1,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000590,이레어린이집,민간,정상,07609,서울특별시 강서구 금낭화로11길 48 (방화동 583-37),02-2665-0011,02-2666-0066,,9,338,1,18,22,128,99,37.569679495127126,126.81017861395895,운영,2013-01-25,,,,2022-10-26,야간연장,0,2,4,1,0,0,11,8,0,26,0,5,19,0,0,0,19,56,0,99,44,13,19,6,19,1,16,0,0,0,0,0,2,1,22,2022-10-26 22:04:07.0
강서구,11500000589,아란어린이집,민간,정상,07537,서울특별시 강서구 양천로71가길 43,02-3664-9004,02-3663-6200,,7,309,1,11,19,95,66,37.55225473967341,126.87463357918078,운영,2012-12-24,,,,2022-10-26,일반,1,4,3,1,1,1,0,0,0,11,3,19,20,9,8,7,0,0,0,66,60,20,0,20,0,1,15,0,0,0,0,0,1,0,19,2022-10-26 22:04:07.0
강서구,11500000588,늘푸른꿈어린이집,가정,폐지,07593,서울특별시 강서구 양천로26길 103 푸르뫼마을청구 103-106 (방화동 859),02-2666-5004,,,4,39,0,0,0,13,0,37.57301917635467,126.82086962734925,미운영,2012-12-10,,,2015-06-03,2022-10-26,일반,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000587,하울어린이집,가정,정상,07667,서울특별시 강서구 등촌로53길 39 103동 107호,02-2643-6789,,http://cafe.daum.net/haulkids,4,59,0,4,8,20,16,37.549239230409924,126.8620984184527,미운영,2012-12-04,,,,2022-10-26,일반,1,1,0,0,0,0,2,0,0,4,3,5,0,0,0,0,8,0,0,16,57,0,0,14,29,1,6,0,0,0,0,0,0,0,8,2022-10-26 22:04:07.0
강서구,11500000585,우주어린이집,가정,폐지,07586,서울특별시 강서구 공항대로39길 74 501-104,02-6097-7097,02-6097-7097,,4,41,0,4,0,15,0,37.56121777439092,126.84463445076099,미운영,2012-12-03,,,2019-03-01,2022-10-26,일반,1,1,2,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000586,현대귀염둥이어린이집,가정,폐지,07534,서울특별시 강서구 양천로 507 강나루현대아파트 109-104,02-6341-0808,02-6341-0808,,4,84,1,4,0,19,0,37.56039788207302,126.85736210931356,미운영,2012-11-30,,,2021-02-23,2022-10-26,일반,3,1,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000584,굿모닝어린이집,가정,정상,07548,서울특별시 강서구 화곡로68길 33 라인아파트101-104,02-6341-5200,02-6341-5200,등촌동굿모닝어린이집,4,58,1,4,7,20,20,37.55921761383921,126.8559157040678,미운영,2012-11-23,,,,2022-10-26,일반,1,2,2,0,0,0,4,0,0,9,3,10,7,0,0,0,0,0,0,20,40,0,40,0,20,1,4,0,0,0,0,0,0,0,7,2022-10-26 22:04:06.0
강서구,11500000582,마루어린이집,가정,폐지,07779,서울특별시 강서구 강서로5나길 55-3 (화곡1동 910-31),02-6398-7575,,http://blog.naver.com/aselink,3,30,0,0,0,11,0,37.52821334286797,126.84514254307024,미운영,2012-11-07,,,2016-09-29,2022-10-26,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000581,푸른솔어린이집,가정,폐지,07703,서울특별시 강서구 화곡로13길 107 화곡푸르지오 104-104 (화곡3동 1091),02-6342-0042,02-6342-0042,,4,55,0,4,0,19,0,37.542046538731896,126.83288870896602,미운영,2012-11-01,,,2019-02-28,2022-10-26,일반,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000580,보배어린이집,가정,정상,07713,서울특별시 강서구 강서로33가길 13-13 (화곡3동 1050-26),02-2605-1253,02-2605-1252,cafe.daum.net/BOBEA,4,40,0,4,5,14,11,37.54213361259623,126.83843297014836,미운영,2012-10-15,,,,2022-10-26,일반,2,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,5,0,0,11,0,50,0,50,0,1,3,0,0,0,0,0,0,0,5,2022-10-26 22:04:06.0
강서구,11500000579,행복나무어린이집,가정,폐지,07761,서울특별시 강서구 가로공원로74길 24 (화곡1동 372-58),02-2602-7632,,,5,44,0,5,0,15,0,37.53574077780254,126.83627455527974,미운영,2012-10-08,,,2017-02-28,2022-10-26,일반,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000578,뚜띠어린이집,가정,정상,07525,서울특별시 강서구 허준로 139 307-103,070-8748-6916,,,3,53,1,3,7,12,12,37.56568349325442,126.85622910178994,미운영,2012-09-28,,,,2022-10-26,야간연장,1,1,0,0,0,0,3,0,0,5,3,0,0,0,0,0,9,0,0,12,83,0,17,0,0,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:06.0
강서구,11500000577,쥬빌리어린이집,가정,정상,07616,서울특별시 강서구 방화대로23길 60-15 (방화1동 611-165),02-2661-1193,02-2661-1193,,4,39,0,5,4,13,4,37.5647720943103,126.81315212115115,미운영,2012-09-11,,,,2022-10-26,야간연장,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,4,67,0,0,0,33,1,2,0,0,0,0,0,0,0,4,2022-10-26 22:04:07.0
강서구,11500000576,예꿈어린이집,가정,정상,07766,서울특별시 강서구 월정로 160 화곡대림아파트 1동 104호 (화곡동 361-1),070-4642-7953,,http://cafe.daum.net/happy7953,3,52,2,4,7,19,19,37.533131922582214,126.83657447134587,미운영,2012-08-13,,,,2022-10-26,일반,1,2,1,1,0,0,1,0,0,6,3,10,6,0,0,0,0,0,0,19,50,17,17,17,0,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:07.0
강서구,11500000573,여디디야어린이집,가정,폐지,07691,서울특별시 강서구 강서로 266 우장산아이파크이편한세상 110-101,02-3665-1310,,,3,66,0,4,0,20,0,37.54954428103145,126.83910033319846,미운영,2012-08-06,,,2021-03-17,2022-10-26,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000574,아이동산어린이집,가정,폐지,07525,서울특별시 강서구 허준로 139 강변아파트 306-104,02-2699-1003,,,3,47,0,3,0,11,0,37.56503621266892,126.85447369894808,미운영,2012-08-06,,,2016-08-11,2022-10-26,일반,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000575,꼬마궁어린이집,가정,정상,07739,서울특별시 강서구 등촌로13바길 49-12,02-2652-3805,,,3,39,0,4,5,14,12,37.535235176540624,126.85749654356303,미운영,2012-08-03,,,,2022-10-26,일반,1,2,0,0,0,0,2,0,0,5,3,5,0,0,0,0,4,0,0,12,0,25,25,50,0,1,3,0,0,0,0,0,1,0,5,2022-10-26 22:04:06.0
강서구,11500000572,아기천사어린이집,가정,정상,07787,서울특별시 강서구 국회대로7길 91 신도금잔디아파트 104호,02-2607-6421,02-2607-6421,http://cafe.daum.net/1004jek,3,54,0,4,8,20,14,37.52940544622824,126.85577908025759,미운영,2012-07-19,,,,2022-10-26,야간연장,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,14,0,0,14,14,14,14,14,43,1,6,0,0,0,0,0,0,0,8,2022-10-26 22:04:07.0
강서구,11500000571,별고래어린이집,가정,휴지,157880,서울특별시 강서구 곰달래로25길 37,02-2607-7829,,,4,43,0,0,0,15,0,37.532315769839386,126.84874079827492,미운영,2012-07-09,2013-09-30,2014-09-29,,2022-10-26,일반,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000570,행복한우리어린이집,가정,폐지,07718,서울특별시 강서구 화곡로18길 47 102호 (화곡1동 1086-29),02-2693-7645,,http://cafe.daum.net/Happykids0710,4,40,0,4,0,13,0,37.538303552297016,126.83652687428402,미운영,2012-07-09,,,2020-02-29,2022-10-26,일반,2,1,1,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000569,성민어린이집,민간,폐지,07516,서울특별시 강서구 금낭화로15길 23,02-2664-1052,02-2664-3544,,3,89,0,0,0,33,0,37.574650195115574,126.81070926383885,운영,2012-07-03,,,2020-02-29,2022-10-26,일반,3,5,4,1,0,0,8,2,0,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000568,진영꼬마숲어린이집,가정,폐지,07723,서울특별시 강서구 초록마을로16길 16,02-2604-5111,,,5,60,0,5,0,19,0,37.541272888402695,126.84971372664383,미운영,2012-06-11,,,2019-01-21,2022-10-26,야간연장,1,1,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000567,동성스마일어린이집,가정,정상,07580,서울특별시 강서구 강서로68길 108 동성아파트 106-106,02-2699-1003,,,3,56,0,4,7,20,20,37.563205642161755,126.84621485950606,미운영,2012-06-05,,,,2022-10-26,일반,1,2,1,0,0,0,1,0,0,5,3,10,7,0,0,0,0,0,0,20,50,0,17,33,0,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:06.0
강서구,11500000566,소호어린이집,가정,폐지,07677,서울특별시 강서구 초록마을로 53-5,02-2604-2012,,,3,51,0,5,0,19,0,37.54261251026911,126.84889630957045,미운영,2012-05-30,,,2020-11-06,2022-10-26,야간연장,2,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000565,애플트리어린이집,가정,폐지,07751,서울특별시 강서구 강서로18나길 39-1,02-6081-5994,02-6081-5994,,3,46,0,4,0,15,0,37.53576965593867,126.84633291581359,미운영,2012-05-30,,,2022-06-30,2022-10-26,일반,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000564,토리어린이집,가정,폐지,07677,서울특별시 강서구 초록마을로7가길 5,02-2065-1123,,,4,33,0,0,0,12,0,37.54317037917938,126.84832035124312,미운영,2012-05-21,,,2016-10-25,2022-10-26,일반,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000563,진영꼬마숲어린이집,가정,정상,07759,서울특별시 강서구 곰달래로27길 6 301호,02-2604-5111,070-4615-5779,,3,63,0,3,5,20,13,37.5310603201651,126.850558051997,미운영,2012-05-14,,,,2022-10-26,일반,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,13,0,0,13,60,0,40,0,0,1,4,0,0,0,0,0,0,0,5,2022-10-26 22:04:07.0
강서구,11500000562,에듀온플레이어린이집,가정,폐지,07535,서울특별시 강서구 양천로67길 54 우성2차아파트 201-102,02-3665-7990,,http://blog.naver.com/eduonplay,3,84,0,4,0,19,0,37.5558677940355,126.86977459545,미운영,2012-03-29,,,2022-08-01,2022-10-26,일반,2,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000561,성석KingsKids어린이집,민간,폐지,07748,서울특별시 강서구 곰달래로31가길 101,02-2696-9674,,,6,162,0,0,0,43,0,37.5327405540448,126.856944701258,미운영,2012-03-27,,,2014-03-31,2022-10-26,일반,2,4,1,1,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000560,사랑어린이집,가정,정상,07524,서울특별시 강서구 허준로 23 한강타운 105동 101호,02-3662-5153,,lavendks@naver.com,3,84,0,6,7,19,17,37.5720671150052,126.84487282018635,미운영,2012-03-19,,,,2022-10-26,일반,2,1,1,0,0,0,1,0,0,5,4,4,6,0,0,0,3,0,0,17,67,17,0,0,17,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:07.0
강서구,11500000558,주영어린이집,민간,정상,07669,서울특별시 강서구 등촌로39길 42,02-2654-2081,02-2654-2082,www.cyworld.com/kidjuyoung,6,180,1,7,12,61,40,37.5464325327698,126.860340184108,운영,2012-03-07,,,,2022-10-26,일반,3,3,2,1,0,0,3,2,0,14,9,0,7,10,0,0,3,11,0,40,25,0,38,38,0,1,8,0,0,0,0,0,1,0,12,2022-10-26 22:04:07.0
강서구,11500000559,한솔어린이집,가정,폐지,07595,서울특별시 강서구 양천로30길 77 103-101,02-3665-8000,0504-414-4157,https://blog.naver.com/mjs062680,3,85,0,4,0,19,0,37.5695193760207,126.822997063664,미운영,2012-02-27,,,2022-08-01,2022-10-26,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000556,행복한 파미에 어린이집,민간,폐지,07595,서울특별시 강서구 양천로30길 109,02-3664-1042,,,4,75,0,0,0,28,0,37.56840904197527,126.82278691272921,미운영,2012-01-30,,,2014-10-07,2022-10-26,일반,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000557,버클리 어린이집,민간,정상,07637,서울특별시 강서구 강서로47바길 21,02-2663-5955,,,7,281,2,16,7,96,20,37.552472421969,126.830122035015,운영,2012-01-30,,,,2022-10-26,일반,0,0,1,1,0,0,1,1,0,4,0,0,1,7,0,0,2,10,0,20,20,0,20,20,40,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:06.0
강서구,11500000555,밀알몬테소리어린이집,민간,정상,07552,서울특별시 강서구 공항대로59길 82,02-2658-9960,02-3665-9960,,5,203,1,6,14,75,65,37.555475046567,126.86353722411425,운영,2012-01-05,,,,2022-10-26,일반,0,1,4,2,0,0,3,2,0,12,0,0,21,9,0,0,10,25,0,65,27,18,18,9,27,1,11,0,0,0,0,0,1,0,14,2022-10-26 22:04:06.0
강서구,11500000554,아라어린이집,가정,폐지,07510,서울특별시 강서구 금낭화로 287-19 방화5단지아파트 506동 101호,02-2662-8060,,,3,35,0,3,0,12,0,37.57733075582686,126.8102314899584,미운영,2012-01-05,,,2021-02-28,2022-10-26,일반,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000550,하늘어린이집,민간,폐지,07724,서울특별시 강서구 초록마을로 106 (),02-2604-1623,02-2604-1623,,5,174,0,8,0,48,0,37.539005340211176,126.85141342798552,미운영,2011-12-02,,,2018-02-28,2022-10-26,일반,1,1,1,1,0,0,3,2,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000553,가양아이자람어린이집,민간,폐지,157810,서울특별시 강서구 허준로 202-22 1층 아이자람 어린이집,02-3662-1486,02-3662-1485,,4,103,0,9,0,39,0,37.5607437264179,126.86023169692186,미운영,2011-12-01,,,2021-03-15,2022-10-26,일반,0,1,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000552,한숲어린이집,가정,폐지,157857,서울특별시 강서구 방화대로50길 7 한숲마을대림 101-102,02-6348-7942,02-6368-7942,,4,60,0,4,0,19,0,37.57707575852717,126.81759046753648,운영,2011-11-18,,,2018-02-28,2022-10-26,일반,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000551,꿈아이어린이집,가정,폐지,157220,서울특별시 강서구 금낭화로24가길 6 (방화동 895) 동일스위트빌 201동 104호,02-2664-5100,02-2664-5100,,4,45,0,0,0,16,0,37.57877820004153,126.81616892113287,미운영,2011-10-31,,,2016-08-31,2022-10-26,일반,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000549,신나는어린이집,민간,폐지,07674,서울특별시 강서구 까치산로18나길 22-1,02-2605-0241,02-2690-0241,신나는어린이집.com,5,186,1,8,0,53,0,37.546350992568044,126.84913113264277,미운영,2011-09-05,,,2020-11-30,2022-10-26,일반,0,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000548,작은뜰어린이집,가정,폐지,07531,서울특별시 강서구 허준로 175 614동 103호(가양동, 가양6단지아파트),070-7868-5637,,http://cafe.daum.net/imypepe,3,43,0,3,0,16,0,37.56279900208267,126.85998800620628,미운영,2011-09-01,,,2020-03-15,2022-10-26,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000547,기아대책 행복한어린이집,사회복지법인,폐지,07554,서울특별시 강서구 공항대로59다길 109,02-2085-8209,02-2659-3636,,4,145,0,0,0,52,0,37.55138543,126.8689724,미운영,2011-08-25,,,2015-03-13,2022-10-26,일반,0,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000546,숲속친구어린이집,가정,폐지,07677,서울특별시 강서구 초록마을로 43-7,02-2696-1607,,,4,78,0,0,0,18,0,37.54303343,126.8475045,미운영,2011-07-27,,,2015-03-30,2022-10-26,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000545,가온어린이집,가정,폐지,07552,서울특별시 강서구 양천로 590 102동 102호(등촌동, 태영아파트),02-2658-0179,,,3,88,0,7,0,20,0,37.55579544,126.8641307,미운영,2011-07-12,,,2019-03-01,2022-10-26,일반,0,1,1,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000544,뽀로로와친구들 어린이집,가정,정상,07723,서울특별시 강서구 초록마을로16길 24 (화곡동),02-2694-2023,02-2694-2023,http://cafe.daum.net/421Pororo,3,80,0,4,2,18,3,37.54108007,126.849267,미운영,2011-04-21,,,,2022-10-26,야간연장,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,50,0,50,1,1,0,0,0,0,0,0,0,2,2022-10-26 22:04:06.0
강서구,11500000543,아띠어린이집,가정,정상,07730,서울특별시 강서구 까치산로4다길 20 (화곡동),02-2601-1608,0504-336-7047,,3,48,0,4,6,14,12,37.53991469,126.8452623,미운영,2011-04-14,,,,2022-10-26,야간연장,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,12,0,0,12,67,0,33,0,0,1,5,0,0,0,0,0,0,0,6,2022-10-26 22:04:07.0
강서구,11500000542,리틀킹어린이집,직장,정상,07558,서울특별시 강서구 공항대로 607,02-3660-8053,02-3660-8060,,3,157,1,8,5,49,8,37.5435682208875,126.83788457849641,미운영,2011-03-11,,,,2022-10-26,일반,0,0,0,1,0,0,0,2,0,3,0,0,0,4,0,0,0,4,0,8,33,0,33,33,0,1,3,0,0,0,0,0,1,0,5,2022-10-26 22:04:06.0
강서구,11500000322,파란마음어린이집,가정,폐지,07771,서울특별시 강서구 곰달래로17길 37 (화곡동),02-2604-0500,02-2604-0504,blog.daum.net/paranmaeum1,4,57,0,4,0,18,0,37.53186862,126.8407691,미운영,2010-12-15,,,2019-01-02,2022-10-26,일반,1,2,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000541,새보라어린이집,가정,폐지,07572,서울특별시 강서구 공항대로45가길 21 (등촌동),02-3661-7715,,http://cafe.daum.net/borachildren,4,59,0,0,0,20,0,37.55660184,126.8535012,,2010-12-01,,,2013-02-26,2022-10-26,일반,1,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000539,해울베베어린이집,가정,폐지,07535,서울특별시 강서구 양천로67길 77 101동 102호(염창동, 우성1차아파트),070-7570-7513,02-2662-3880,,3,72,0,3,0,19,0,37.55590254,126.8707863,미운영,2010-10-01,,,2021-12-10,2022-10-26,일반,2,2,1,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000538,꼬꼬마라인어린이집,가정,폐지,157838,서울특별시 강서구 화곡로68길 33 102동 101호(등촌동, 등촌라인),02-6736-2352,,http://cafe.naver.com/cocomaline,3,94,0,4,0,20,0,37.55908708,126.8559373,미운영,2010-09-13,,,2017-02-28,2022-10-26,일반,0,0,1,1,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000280,아이린어린이집,민간,정상,07752,서울특별시 강서구 초록마을로 157-19,02-2601-1300,02-2605-5566,,6,127,1,10,9,48,27,37.53551874,126.8475863,미운영,2010-08-13,,,,2022-10-26,일반,2,0,1,1,0,0,1,0,0,5,6,0,7,10,0,0,4,0,0,27,14,0,14,29,43,1,7,0,0,0,0,0,0,0,9,2022-10-26 22:04:07.0
강서구,11500000537,꽃그네어린이집,가정,폐지,07550,서울특별시 강서구 화곡로68길 115 101동 111호(등촌동, 우성아파트),070-8732-8643,,,3,75,0,4,0,17,0,37.55718774,126.8601325,미운영,2010-07-22,,,2021-03-02,2022-10-26,일반,2,2,1,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000536,잼잼서밋어린이집,민간,정상,07610,서울특별시 강서구 양천로14길 118 우림상가 1층 (방화동),02-2662-9009,,,4,127,0,5,7,26,23,37.5687156217872,126.80821872638634,미운영,2010-07-20,,,,2022-10-26,일반,1,2,0,0,0,0,2,0,0,5,2,9,0,0,0,0,5,0,0,16,20,20,40,0,20,1,5,0,0,0,0,0,0,0,7,2022-10-26 22:04:07.0
